StartTime,Longitude,Latitude,Data_Throughput,IP Access Time (ms),TransferTime,SessionTime,RSRP Avg,RSRQ Avg,SINR Avg,% QPSK ,% 16QAM,% 64QAM,% 256QAM,CQI,% MIMO
2018-09-22 09:45:24.628,51.443918,25.178423,181259286.5,313,6.414,14.013,-71.90566952,-7.677952602,25.09133097,0,0.020161,0.866935,0.112903,12.47372527,0.326343415
2018-09-22 09:49:08.739,51.420746,25.332008,105936751.1,341,6.791,7.132,-85.18917124,-8.258155591,8.976062489,0.057553,0.172661,0.697841,0.071942,6.594358076,0.200718215
2018-09-22 09:49:26.544,51.443115,25.179535,57834961.76,315,6.797,7.112,-81.2577647,-10.74442588,8.565888259,0.22,0.46,0.295,0.025,10.79676522,0.268240458
2018-09-22 09:51:23.453,51.420385,25.332262,109282536.2,308,6.797,7.105,-89.3625535,-9.51106091,6.161629024,0.066666,0.4,0.466666,0.066666,7.480181183,0.335245942
2018-09-22 09:51:44.149,51.442863,25.179917,140905901.4,320,5.091,7.08,-82.16850432,-8.971546519,10.86401071,0.033333,0.226666,0.74,0,11.69084366,0.374124272
2018-09-22 09:53:05.472,51.442636,25.180238,24223739.88,328,1.039,1.367,-74.35473698,-7.07025896,14.77404618,0.060606,0.242424,0.696969,0,12.41959855,0.333333333
2018-09-22 09:55:45.004,51.441852,25.181348,110906729,315,6.808,7.123,-73.34452198,-10.23795506,11.42573489,0.048648,0.205405,0.729729,0.016216,11.09909954,0.284322366
2018-09-22 09:56:55.084,51.425777,25.329475,14147509.26,500,1.779,2.279,-83.69228163,-7.210265369,7.475244664,0.266666,0.2,0.466666,0.066666,6.931740566,0
2018-09-22 09:57:45.266,51.430609,25.332303,138229935,315,6.51,6.971,-82.30225246,-8.099104491,13.4646197,0.014084,0.309859,0.676056,0,8.8854616,0.360774075
2018-09-22 09:58:01.903,51.441174,25.182459,129643938.5,314,4.905,6.953,-78.48812771,-7.40399541,10.24984632,0.013071,0.366013,0.588235,0.032679,9.244595757,0.184471628
2018-09-22 10:01:47.786,51.438913,25.342076,63044119.68,315,6.59,7.113,-78.80027335,-9.550264095,9.907497123,0.276119,0.253731,0.410447,0.059701,9.871055611,0.152555301
2018-09-22 10:04:00.800,51.438669,25.342448,103819836.1,301,6.65,7.111,-78.68881272,-8.146981711,23.03431087,0.0625,0.244318,0.664772,0.028409,12.59549911,0.34839599
2018-09-22 10:04:17.039,51.439778,25.184357,78206448.34,347,6.398,6.956,-82.17307478,-12.63408371,3.53138136,0.150326,0.509803,0.333333,0.006535,5.762516205,0.188942734
2018-09-22 10:05:23.449,51.445746,25.34621,24772103.39,395,1.016,1.411,-95.64189373,-8.09194273,10.0765919,0.411764,0.411764,0.17647,0,8.943664181,0
2018-09-22 10:08:16.956,51.432688,25.184981,66292156.35,316,6.787,7.103,-93.95128057,-9.25072459,9.664856857,0.526315,0.347368,0.126315,0,6.841559426,0.338319088
2018-09-22 10:09:29.131,51.448669,25.337775,25244178.64,315,0.997,1.312,-86.10917873,-6.179789622,20.22028019,0,0,1,0,9.64325545,0.333333333
2018-09-22 10:10:17.507,51.448669,25.337775,39034173.61,328,5.821,13.269,-88.82504543,-7.79568494,21.08391929,0,0.119266,0.633027,0.247706,9.447335206,0.27601214
2018-09-22 10:10:31.532,51.42675,25.17983,57282136.16,325,6.563,14.048,-92.57510449,-10.68825061,9.558043993,0.248,0.52,0.232,0,6.401188909,0.139570318
